Member ID,Date,Review,Student Review,Campus/Facilities,Club/Societies,Careers Service,Wifi/Internet
716586,7th March 18,"Arguably one of the most beautiful campus's in the world, amazing energy and great friends for life.",5,5,5,5,5
15,1st February 18,Great Campus and Library. I enjoyed my experience.,5,5,5,5,5
815909,21st December 17,"Probably the best university in the world
I f****** love Exeter",4.4,5,5,5,5
415838,2nd October 17,"I like my university and I like learning,",5,5,5,5,5
1015781,23rd August 17,"I loved Exeter, ha I'm probably biased I've only been there but having visited other friends at their unis I felt lucky to go home to Exeter. Its such a nice campus and everyone knows everyone. The city is small b and the night life isn't so good but it does mean that when you're out everyone is there, like one big family.",3.4,5,4,3,2
915695,14th July 17,"Wonderful campus and the Forum Is very good, good eateries etc. Teaching is no better than your average University despite what you may hear! Exeter it's self is a lovely historic city, lovely Quay area. Lots of places to eat. Plenty of bars/pubs. Good shopping centre.",4,5,4,4,4
515672,10th July 17,"library is 24/7, The campus is beautiful and spacious. The campus forum is in a central location. There is also a student pub, Costa, Pret and natwest on campus which is really convenient. Very wide range of sporting and social clubs available, many of the sporting clubs compete to a high standard. Lots of career help and advice available as well as student buisness partnerships if you're interested in obtaining some. There is free wifi all over campus too. The only negative is a small lack of diversity in food choices but thats more Exeter in general rather than just the univeristy.",4.6,5,4,5,4
915643,23rd April 17 ,Nice new campus; societies could be promoted better though,4,5,3,4,5
815564,5th April 17,"Very good environment and the blend of modern and nature. Lots of clubs to choose from, no one will be left out. Really. Sports facilities are fantastic and cant wait for the new heated pool coming this summer 2017!",3.8,4,4,4,3
915522,3rd April 17,Saying this university has third world standards in all facilities is an understatrement. Horrible place indeed!,1,1,1,1,1
915285,9th January 17,I went to Exeter 2012-15. Had a fantastic time in the city. It has earnt its rah image but there's no shortage of good people either. I was in lgbt soc and joined AU jiu Jitsu. Managed to live pretty close to campus - both 2nd and 3rd in mount pleasant area.,4.6,5,5,5,4
1115250,5th January 17,"A nice campus, very green, nice people, nice atmosphere and great facilities",3.8,4,4,4,3
415207,18th December 16,Wi-Fi is rubbish in accommodation,4.8,5,5,5,4
1215154,18th December 16,"Everything is great about Exeter, haven't had any complaints to date",4.4,5,5,4,4
414858,18th December 16,"The campus is really pretty and people are really lovely. Toby, Alec, Tristan, and Harry are leading the Student Guild really well!",4.6,5,5,4,4
414852,17th December 16,"The forum is beautiful, the grounds are beautiful, everywhere is beautiful just be prepared for hills.",4.2,5,4,3,5
814771,17th December 16,All good so far. As expected. Easy to get about,4.4,5,4,4,5
1014660,13th October 16,"Penryn Campus, part of the University of Exeter offers amazing facilities and services on a small campus which has a friendly and great feel about it... not to mention the amazing location!!",4.2,5,4,5,3
514570,26th May 16,I like my campus. It's green. The lack of diversity is worrying though,3.8,4,4,3,5
911750,11th May 16,Friendly atmosphere and loads of great stuff happening,4,5,4,4,3
1111092,17th January 16,Top amazing university to go to.,5,5,5,5,5
510647, 1st December 15,"Campus facilties and societies are varied, and whatever you do, it'll be here.",4.6,5,5,4,5
1110096,1st December 15,"Internet keeps turning off when using it.
Campus is beautiful. Buildings - except physics, which is an eyesore - are all new, and really nice looking.
The union doesn't have anything to do with me. It's too concerned about ethnic minorities and diversity. I feel very unwelcome as a white male. Failing to allow the economics society to form, and closing down the music school, was unforgivable.
The clubs and societies are reasonably diverse, but the music school is not very good. It doesn't encourage people to play, and Kay House two miles away, too far to carry instruments. There are a lot of societies, but most of them aren't worth a damn. They aren't much interesting.",2.8,5,2,4,2
69922,10th October 15,Probably the best university in the world.,5,5,5,5,5
129858,7th October 15,"Uni Wifi is painfully temperamental, can take 20mins to finally get signed in.",4.2,5,5,5,3
109842,28th September 15,"Very good uni, would recommend",4.6,5,5,4,4
1234,26th September 15,Amazing uni! Only been here two weeks but I already feel settled in. Like a home away from home,4.6,5,4,5,5
109775,26th September 15,"Beautiful, green, big, friendly, smart, new!",4.8,5,5,5,4
49771,25th September 15,"I've had no problems so far, and when you do there's a great support network lined up to help. The campus isn't too big but is filled with lots of green space so your walk in is quite scenic. The Forum has pretty much everything you need with banks, shops and eateries in a modern looking building.",3.6,4,4,3,4
49770,24th September 15,"Beautiful campus, amazing and wide socials, friendly people and enthusiastic lecturers! Most consistent and reliable uni I've seen",4,5,5,3,4
109767,24th September 15,"Internet sometimes drops out. Facilities are new, easily accessible & have everything you need without stepping off campus.",4,5,4,3,3
49762,24th September 15,"If you want to come to a lively atmosphere that not only focuses on your education as well as your enjoyment, this is the uni for you.",4.6,5,5,4,5
129761,22nd September 15,"very nice campus, clean tidy and very friendly",4,5,5,4,2
109742,22nd September 15,"Love this campus - its so green with trees everywhere, its not too far from the city and has good transport links. The hills surrounding the campus are hardwork but great for your fitness levels! Excellent sports facilities and very supportive SU and Careers Team.",4.4,4,5,5,4
79712,7th September 15,great university- a very pleasant campus!,4.6,5,5,3,5
109710,5th September 15,"Wonderful university. Very well run and managed, not to mention the most beautiful campus in the U.K.",5,5,5,5,5
109707,4th September 15,Very modern and student-friendly! competent and efficient staff,4.6,5,5,4,5
94,1st September 15,the BEST university in the world. Especially Penryn Campus.,5,5,5,5,5
69692,18th August 15,"Just finished my first year at Exeter, has been the best year of my life, despite the weather, Exeter is a lovely place to study and live, the campus feels so alive and have met so many wonderful friends. Socities are excellent as are facilities throughout the uni. So glad I turned down UCL & KCL!",5,5,5,5,5
129691,18th August 15,"Exeter is the best university. Almost went to Oxford and so glad I didn't, absolutely could not be happier!",5,5,5,5,5
59689,17th August 15,Great place to study and have fun!,5,5,5,5,5
119688,13th August 15,"Exeter was the best University I could have wished for. The campus is beautiful, the teaching is excellent and the people made my University experience unlike no other. I'm so sad that I'm graduating as I had the best three years of my life here. I would recommend the University to anyone.",5,5,5,5,5
129683,10th August 15,Exeter university is probably the best in the world,5,5,5,5,5
119671,31st July 15,So glad I chose Exeter after my first year and already dreading leaving when I graduate. It has everything you could want in a university in a city with everything you could need within walking distance. Amazing campus and amazing people.,4.2,5,4,5,3
89670,23rd July 15,"Having completed my first year at UoE, I am extremely happy with the University! This includes the campus facilities, teaching and social life. Come to Exeter!",5,5,5,5,5
488,12th July 15,"Lovely campus.
Very green.
Great lecturers.
Great city.
Nice location.
Great societies.",4.8,5,5,5,5
79665,9th July 15,Possibly the best uni in the world,4.4,5,5,3,5
79663,4th July 15,Great uni and student experience,4.8,5,5,5,5
69662,3rd July 15,"I have found Exeter to be the perfect university for me. Academically, tutors care about you and know you as an individual, and the standard of teaching is superb. Socially, the student union organise brilliant events and everyone at the university is friendly. The atmosphere is lovely, the facilities are great, and I shall treasure every moment at this university.",5,5,5,5,5
119659,3rd July 15,"Exeter has great facilities, such a relaxing environment with opportunities everywhere!",4.8,5,5,5,5
49657,3rd July 15,Best year of my life! Amazing university!,5,5,5,5,5
49645,3rd July 15,"Amazing uni, my course is great and the experience so far couldn't be better. Well done Exeter",4.8,5,5,5,5
89643,3rd July 15,I'm going into my third year at Exeter and have had the time of my life.,4.6,5,4,5,5
119641,3rd July 15,Amazing lecturers and beautiful campus.,5,5,5,5,5
89638,3rd July 15,"An incredible university, both academically and from a personal development perspective.",4.2,5,3,4,5
119635,3rd July 15,"The facilities in Exeter are unbelievable, great study spaces, loads of places to grab some food and fantastic for sport. The societies are so welcoming and incredibly inclusive. With a huge variety, they cater for everyone and there are always opportunities to get involved. Being next to such a lovely city and only a few miles from the beach comes in handy during post exam periods. My only criticism would be of the prices of facilities in the university. The gym membership is extortionate and the cost of joining a sports team, which often you won't be picked for unless you're friends with the captians, is almost disrespectful. Besides that little moan at the end, I could not much complain about Exeter.",4.2,5,5,3,4
119634,3rd July 15,"Beautiful campus, the forum is great. More constructive feedback on assessments and knowing exactly what lecturers expect from you in essays and exams would be good, but I guess that's similar at many universities. Plenty of societies to get involved in, with great facilities across campus.",3.6,4,4,4,3
129631,3rd July 15,Fabulous academic and social life,5,5,5,5,5
109630,2nd July 15,"Brilliant courses, friendly staff, lots of societies and a beautiful modern campus. Can't ask for more!",5,5,5,5,5
119629,2nd July 15,"Such an amazing university, so many opportunities accessible to everyone. The friendly atmosphere makes you feel right at home. Facilities are excellent, for example the gym is a really great place to let off some steam/ get fit with a range of classes and personal trainers available.",5,5,5,5,5
89627,2nd July 15,"Exeter is a great university with lots of different backgrounds, I am from the north from a under privileged background mixing in with students who have parents as CEO's in companies and they are all friends as they all respect each other and how they have got into university.",5,5,5,5,5
49625,2nd July 15,Beautiful and modern campus with a good range of places to eat and a shop which stocks a huge variety of things! town is lovely and accommodation whether halls or private is very good!,5,5,5,5,5
99619,2nd July 15,"Amazing university in terms of facilities, opportunities and the student community. One of the only issues is that it's so far away from anywhere else!",5,5,5,5,5
99608,2nd July 15,I've had the best 3 years of my life at Exeter. I love it so much I'm going back next year to do a masters!,4.4,4,5,5,4
69605,2nd July 15,"The most friendly relaxed university, excellent social life and it's in a beautiful part of the country",4.8,5,5,5,5
76087,2nd July 15,"Exeter Uni could not feel more like home. The lecturers are outstanding, the campus is lively, friendly and very beautiful and there are so many societies to get involved with. I wish I could stay here forever.",5,5,5,5,5
75862,2nd July 15,"Going to Exeter was probably the best decision I have ever made. Many of the amazing people I met in my halls in first year and through societies are now my best friends. My course was very interesting, well structured and staff was extremely helpful. I would say campus has a very family-like atmosphere, which is something I loved. I would highly recommend Exeter to all prospective students!",4.8,5,5,5,4
105818,2nd July 15,"Exeter is an incredible experience of community and friendship. It is beautiful and often sunny, allowing students to fully enjoy the campus and the surrounding area. There is also a great variety of courses which are very interesting and a lot of nice and helpful professors.",4,5,4,4,4
95720,2nd July 15,"Everything about UoE oozes modernity, confidence and pride. The new buildings demonstrate Exeter's advancement into the future and its desire to provide its students with everything they need for a degree in the new 21st century. Societies both academic and vocational are well-run, charismatic and thoughtful, encouraging everyone to participate and have fun. Extra-curricular activities such as help with careers is easy to find, use and learn from, providing vast resources to those who truly need it. In essence, UoE has set the standards for pedigree in the university world.",4.6,5,5,4,5
75673,2nd July 15,Exeter is such a welcoming place to be,5,5,5,5,5
125649,2nd July 15,Amazing uni with great opportunities and great people. Always willing to help you with any problem.,4.2,4,5,4,4
95638,2nd July 15,The university offers amazing opportunities and provides amazing standards of education and enjoyment,5,5,5,5,5
55541,2nd July 15,Great Uni experience with such a beautiful campus. It also has the best Yak.,5,5,5,5,5
115513,2nd July 15,"Could not be enjoying Exeter more - huge range of societies, beautiful campus, quality teaching and lively city centre.",5,5,5,5,5
115512,2nd July 15,"The campus is beautiful, the people are amazing and the courses are super flexible so you can study whatever you want. Plus, the facilities are incredible, the sports and society opportunities are endless and the university offers more advice and support for you than you can shake a stick at.",5,5,5,5,5
65497,2nd July 15,Wouldn't imagine being anywhere else.,5,5,5,5,5
125494,2nd July 15,Best year of my entire life. I wish I could go and do it all again.,4.2,5,5,4,3
85493,2nd July 15,"Most amazing campus, amazing helpful staff and great course content - I absolutely love it here!",5,5,5,5,5
65474,2nd July 15,A fabulous time compared to my old uni.,5,5,5,5,5
95470,1st July 15,"Fantastic student union, amazing sports facilities. Although could do with a decent swimming pool.",4.8,5,5,4,5
105366,1st July 15,"Honestly the best University in the world! Beautiful campus, amazing staff, very student orientated, so many opportunities within and outside of your department. Did I mention the campus is amazing? They bring in puppies and micro pigs during exam season to relieve stress...I mean c'mon! I have never heard anybody talk about their University the way Exeter us Exeter students do! Love this city and University! Exetah forever!!",4.8,5,5,5,4
45363,1st July 15,A beautiful city with wonderful people.,5,5,5,5,5
125328,1st July 15,"Incredible uni, whatever your personality you will love it here!",4.6,5,5,5,3
95323,1st July 15,Sports facilities are improving enormously!,5,5,5,5,5
75202,1st July 15,"My chief complaint is with the business school, who systematically sabotage their own students' degrees with woefully under-prepared lecturers who are chosen for the quality of their research and not their ability to teach any quantity of their area of supposed expertise. 90% of my lecturers have been spectacularly incompetent. Inaccurate and unseen exam topics are another issue, with 4 stages of complaints being reached, still nothing has been done about it. If you want to go to exeter business school, think very very hard and decide not to go.",2,2,3,3,1
55173,1st July 15,"Best uni going, beautiful campus, great people",5,5,5,5,5
55150,1st July 15,Exeter is an amazing place to study: one can make the most of those beloved university years,4.6,5,4,5,4
55128,1st July 15,Exeter is an amazing university full of opportunities both on a professional and on a social level! The community aspects mean you are able to meet a large variety of people and make friends from around the world!,4.8,5,5,5,4
105109,1st July 15,"Absolutely amazing, have loved my first year, couldn't think of a better place to be",5,5,5,5,5
115100,1st July 15,Great university with a good social scene and life,4.8,5,5,4,5
125091,1st July 15,"My experience on the Penryn Campus so far has been excellent, I love the area mostly due to friendly locals, lots to do and a decent night out. The facilities are great although in busier rooms it gets hella sweaty. Halls were much nicer than alot of the places I looked at and really good value too. The teaching staff on my course have been really good, entertaining and obviously knowledgeable, they were really helpful and most of them actually knew my name which was impressive with a course of 200+. This review has been a bit ravey but I love everything about the university of Exeter and would highly recommend it to anyone.",5,5,5,5,5
83596,1st July 15,A really fun university with great teaching and facilities,5,5,5,5,5
,1st July 15,Despite a very difficult start at Exeter due to being placed in a postgrad international students halls Which made my first year a struggle! However as time has gone on I've found my feet and the last term of third year has been the best yet so I'll be finishing on a high,4.2,4,4,5,5
,12th April 15,Amazing sport facilities and friendly atmosphere. The SU is new and spacious. However not many places to sit in the library at busy times.,4.5,4,5,5,5
,30th March 15,"My first year at Exeter has been one of the best of my life. Both campuses are incredible and the environment of the university is welcoming and safe. With a city full of character and a university full of opportunities, Exeter is one of the best universities to attend in the UK.",4.7,5,5,5,5
,29th March 15,Been at Exeter Uni for 2 years now and I've loved every minute of it,4.7,5,5,5,5
,29th March 15,"A lot of pressure is put on career opportunities, there are lots of different societies. Internet is a bit temperamental but there is a good democratic student union.
However the standard of teaching is quite average and the events are focused on select groups, it's hard to fit in if you're not sporty.",2.5,2,3,4,1
,28th March 15,"Great university, amazing facilities and beautiful campus.",4.2,5,4,4,5
,28th March 15,Campus is beautiful! There's a wide range of societies and sports but it's not 100% inclusive. Career support is great as long as you are proactive about it. Student union is quite small and needs more awareness. Wifi is good but can be a bit temperamental.,3.8,5,4,4,4
,28th March 15,"Exeter offers the best in every single respect. It has a beautiful campus but the centre of town is a short walk away. There is a huge range of societies and sports clubs to join. You are never short on support on either an academic level or a personal level. Your needs are always looked after! My experience at Exeter has been unbelievably rewarding and enjoyable. I cannot imagine that I could have grown so much as an individual, learnt so much as a student and had so much fun as a person anywhere else.",4.5,5,5,5,4
,27th March 15,"One of my lecturers is a PhD student who cares more about looking good to his superiors and colleagues than he does about giving us a good education.
Overall, the support has been very good though.",3.2,3,3,3,3
,27th March 15,Probably the best university in the world,4.2,5,5,2,5
,27th March 15,"Students union is not exactly ""bringing prices down"" orientated, however the university it fantastic and I would recommend it to anyone but the biggest party animals, as Exeter is in no way big for its nights out...",4.2,5,5,4,5
,27th March 15,"This uni will leech your money by any means possible. It is a heartless company that takes in idealistic young men and women and turns out Exeter rahs with degrees. Come for the campus, stay for the women.",3.3,5,4,4,3
,27th March 15,just needs more working space on campus. Past 12 it is impossible to find somewhere to work,4.3,4,5,5,5
,27th March 15,"Settling into Exeter University is so easy; with its beautiful settings and great facilities, you couldn't ask for more.",4.3,5,4,5,5
,27th March 15,Beautiful campus in idealic location. Lost if facilities open to all students.,4.7,5,5,5,5
,27th March 15,"My course is in Steatham campus, which is amazing and beautiful. I have been witnessing it getting better and better from day to day. However, it could have been more complete if the internet in the forum could be improved. It was corrupted while I was listening to my recorded lecture sometimes - not sure if its because of the internet or any fault of Echo360.
Furthermore, I think we should have more shops selling health food such as more choice in term of salad, smoothies, and low-in-calories snack and meal simply because many people are having healthier lives.
Afterall, choosing UoE has been one of the best decisions of my life.",4,5,5,4,3
,27th March 15,"Amazing, Beautiful and supportive",4.7,5,5,5,5
,27th March 15,"Exeter is always welcoming, efficient student/staff liaison, the communication between departments and students for exams, results and module changes/problems is brilliant. The library is efficient and 'well-stocked', and the campus is all around beautiful. I feel like I'm in a bubble of paradise here.",4.7,5,5,5,5
,26th March 15,Absolutely love it here! Such a great vibe and atmosphere on campus!,3.7,3,5,4,3
,26th March 15,"So much love, support and encouragement, plus a truly beautiful campus!",4.7,5,5,5,5
,26th March 15,"Absolutely love Exeter. Have had the most fantastic year, it feels like home and I would not want to be anywhere else!",4.5,5,5,5,4
,26th March 15,"Exeter is a great place to study, as well as a great place for socialising",4.5,5,5,5,5
,25th March 15,Brilliant university. Home away from home.,4.7,5,5,5,5
,25th March 15,Great university with great opportunities!,3.7,4,4,4,3
,25th March 15,Exeter is a great uni! Everything you need is available and it's a great city.,4.7,5,5,5,5
,25th March 15,"Brilliant university; beautiful campus; active, happy and helpful students; great lecturers; considering there are three main clubs the night life isn't half bad",4.7,5,5,5,5
,25th March 15,Sport membership is very expensive,4.3,4,5,5,5
,25th March 15,It is great! But there should be a swimming pool in Streatham Campus,4.3,4,5,5,5
,25th March 15,ITS AMAZING! I love my university and wouldn't ever go anywhere else.,4.7,5,5,5,5
,17th March 15,Exeter is a wonderful place to live and the university is great for careers.,4.8,5,5,5,5
